time,V
5218.32,1.92E-01
5218.83,1.92E-01
5219.34,1.92E-01
5219.85,1.92E-01
5220.36,1.92E-01
5220.87,1.92E-01
5221.38,1.92E-01
5221.89,1.92E-01
5222.4,1.92E-01
5222.91,1.92E-01
5223.42,1.91E-01
5223.93,1.91E-01
5224.44,1.91E-01
5224.95,1.91E-01
5225.46,1.91E-01
5225.97,1.91E-01
5226.48,1.91E-01
5226.99,1.91E-01
5227.5,1.91E-01
5228.01,1.91E-01
5228.52,1.91E-01
5229.03,1.91E-01
5229.54,1.91E-01
5230.05,1.91E-01
5230.56,1.91E-01
5231.07,1.91E-01
5231.58,1.91E-01
5232.09,1.91E-01
5232.6,1.91E-01
5233.11,1.91E-01
5233.62,1.91E-01
5234.13,1.91E-01
5234.64,1.91E-01
5235.15,1.91E-01
5235.66,1.91E-01
5236.17,1.91E-01
5236.68,1.91E-01
5237.19,1.91E-01
5237.7,1.91E-01
5238.21,1.91E-01
5238.72,1.91E-01
5239.23,1.91E-01
5239.74,1.91E-01
5240.25,1.91E-01
5240.76,1.91E-01
5241.27,1.91E-01
5241.78,1.91E-01
5242.29,1.91E-01
5242.8,1.91E-01
5243.31,1.91E-01
5243.82,1.91E-01
5244.33,1.91E-01
5244.84,1.91E-01
5245.35,1.91E-01
5245.86,1.91E-01
5246.37,1.91E-01
5246.88,1.91E-01
5247.39,1.91E-01
5247.9,1.91E-01
5248.41,1.91E-01
5248.92,1.91E-01
5249.43,1.91E-01
5249.94,1.91E-01
5250.45,1.91E-01
5250.96,1.91E-01
5251.47,1.91E-01
5251.98,1.91E-01
5252.49,1.91E-01
5253,1.91E-01
5253.51,1.91E-01
5254.02,1.91E-01
5254.53,1.91E-01
5255.04,1.91E-01
5255.55,1.91E-01
5256.06,1.91E-01
5256.57,1.91E-01
5257.08,1.91E-01
5257.59,1.91E-01
5258.1,1.91E-01
5258.61,1.91E-01
5259.12,1.91E-01
5259.63,1.91E-01
5260.14,1.91E-01
5260.65,1.91E-01
5261.16,1.91E-01
5261.67,1.91E-01
5262.18,1.91E-01
5262.69,1.91E-01
5263.2,1.91E-01
5263.71,1.91E-01
5264.22,1.91E-01
5264.73,1.91E-01
5265.24,1.91E-01
5265.75,1.91E-01
5266.26,1.91E-01
5266.77,1.91E-01
5267.28,1.91E-01
5267.79,1.91E-01
5268.3,1.91E-01
5268.81,1.91E-01
5269.32,1.91E-01
5269.83,1.91E-01
5270.34,1.90E-01
5270.85,1.90E-01
5271.36,1.90E-01
5271.87,1.90E-01
5272.38,1.90E-01
5272.89,1.90E-01
5273.4,1.90E-01
5273.91,1.90E-01
5274.42,1.90E-01
5274.93,1.90E-01
5275.44,1.90E-01
5275.95,1.90E-01
5276.46,1.90E-01
5276.97,1.90E-01
5277.48,1.90E-01
5277.99,1.90E-01
5278.5,1.90E-01
5279.01,1.90E-01
5279.52,1.90E-01
5280.03,1.90E-01
5280.54,1.90E-01
5281.05,1.90E-01
5281.56,1.90E-01
5282.07,1.90E-01
5282.58,1.90E-01
5283.09,1.90E-01
5283.6,1.90E-01
5284.11,1.90E-01
5284.62,1.90E-01
5285.13,1.90E-01
5285.64,1.90E-01
5286.15,1.90E-01
5286.66,1.90E-01
5287.17,1.90E-01
5287.68,1.90E-01
5288.19,1.90E-01
5288.7,1.90E-01
5289.21,1.90E-01
5289.72,1.90E-01
5290.23,1.90E-01
5290.74,1.90E-01
5291.25,1.90E-01
5291.76,1.90E-01
5292.27,1.90E-01
5292.78,1.90E-01
5293.29,1.90E-01
5293.8,1.90E-01
5294.31,1.90E-01
5294.82,1.90E-01
5295.33,1.90E-01
5295.84,1.90E-01
5296.35,1.90E-01
5296.86,1.90E-01
5297.37,1.90E-01
5297.88,1.90E-01
5298.39,1.90E-01
5298.9,1.90E-01
5299.41,1.90E-01
5299.92,1.90E-01
5300.43,1.90E-01
5300.94,1.90E-01
5301.45,1.90E-01
5301.96,1.90E-01
5302.47,1.90E-01
5302.98,1.90E-01
5303.49,1.90E-01
5304,1.90E-01
5304.51,1.90E-01
5305.02,1.90E-01
5305.53,1.90E-01
5306.04,1.90E-01
5306.55,1.90E-01
5307.06,1.90E-01
5307.57,1.90E-01
5308.08,1.90E-01
5308.59,1.90E-01
5309.1,1.90E-01
5309.61,1.90E-01
5310.12,1.90E-01
5310.63,1.90E-01
5311.14,1.90E-01
5311.65,1.90E-01
5312.16,1.90E-01
5312.67,1.90E-01
5313.18,1.90E-01
5313.69,1.90E-01
5314.2,1.90E-01
5314.71,1.90E-01
5315.22,1.90E-01
5315.73,1.90E-01
5316.24,1.90E-01
5316.75,1.90E-01
5317.26,1.89E-01
5317.77,1.89E-01
5318.28,1.89E-01
5318.79,1.89E-01
5319.3,1.89E-01
5319.81,1.89E-01
5320.32,1.89E-01
5320.83,1.89E-01
5321.34,1.89E-01
5321.85,1.89E-01
5322.36,1.89E-01
5322.87,1.89E-01
5323.38,1.89E-01
5323.89,1.89E-01
5324.4,1.89E-01
5324.91,1.89E-01
5325.42,1.89E-01
5325.93,1.89E-01
5326.44,1.89E-01
5326.95,1.89E-01
5327.46,1.89E-01
5327.97,1.89E-01
5328.48,1.89E-01
5328.99,1.89E-01
5329.5,1.89E-01
5330.01,1.89E-01
5330.52,1.89E-01
5331.03,1.89E-01
5331.54,1.89E-01
5332.05,1.89E-01
5332.56,1.89E-01
5333.07,1.89E-01
5333.58,1.89E-01
5334.09,1.89E-01
5334.6,1.89E-01
5335.11,1.89E-01
5335.62,1.89E-01
5336.13,1.89E-01
5336.64,1.89E-01
5337.15,1.89E-01
5337.66,1.89E-01
5338.17,1.89E-01
5338.68,1.89E-01
5339.19,1.89E-01
5339.7,1.89E-01
5340.21,1.89E-01
5340.72,1.89E-01
5341.23,1.89E-01
5341.74,1.89E-01
5342.25,1.89E-01
5342.76,1.89E-01
5343.27,1.89E-01
5343.78,1.89E-01
5344.29,1.89E-01
5344.8,1.89E-01
5345.31,1.89E-01
5345.82,1.89E-01
5346.33,1.89E-01
5346.84,1.89E-01
5347.35,1.89E-01
5347.86,1.89E-01
5348.37,1.89E-01
5348.88,1.89E-01
5349.39,1.89E-01
5349.9,1.89E-01
5350.41,1.89E-01
5350.92,1.89E-01
5351.43,1.89E-01
5351.94,1.89E-01
5352.45,1.89E-01
5352.96,1.89E-01
5353.47,1.89E-01
5353.98,1.89E-01
5354.49,1.89E-01
5355,1.89E-01
5355.51,1.89E-01
5356.02,1.89E-01
5356.53,1.89E-01
5357.04,1.89E-01
5357.55,1.89E-01
5358.06,1.89E-01
5358.57,1.89E-01
5359.08,1.89E-01
5359.59,1.89E-01
5360.1,1.89E-01
5360.61,1.89E-01
5361.12,1.89E-01
5361.63,1.89E-01
5362.14,1.89E-01
5362.65,1.89E-01
5363.16,1.89E-01
5363.67,1.89E-01
5364.18,1.89E-01
5364.69,1.89E-01
5365.2,1.88E-01
5365.71,1.88E-01
5366.22,1.88E-01
5366.73,1.88E-01
5367.24,1.88E-01
5367.75,1.88E-01
5368.26,1.88E-01
5368.77,1.88E-01
5369.28,1.88E-01
5369.79,1.88E-01
5370.3,1.88E-01
5370.81,1.88E-01
5371.32,1.88E-01
5371.83,1.88E-01
5372.34,1.88E-01
5372.85,1.88E-01
5373.36,1.88E-01
5373.87,1.88E-01
5374.38,1.88E-01
5374.89,1.88E-01
5375.4,1.88E-01
5375.91,1.88E-01
5376.42,1.88E-01
5376.93,1.88E-01
5377.44,1.88E-01
5377.95,1.88E-01
5378.46,1.88E-01
5378.97,1.88E-01
5379.48,1.88E-01
5379.99,1.88E-01
5380.5,1.88E-01
5381.01,1.88E-01
5381.52,1.88E-01
5382.03,1.88E-01
5382.54,1.88E-01
5383.05,1.88E-01
5383.56,1.88E-01
5384.07,1.88E-01
5384.58,1.88E-01
5385.09,1.88E-01
5385.6,1.88E-01
5386.11,1.88E-01
5386.62,1.88E-01
5387.13,1.88E-01
5387.64,1.88E-01
5388.15,1.88E-01
5388.66,1.88E-01
5389.17,1.88E-01
5389.68,1.88E-01
5390.19,1.88E-01
5390.7,1.88E-01
5391.21,1.88E-01
5391.72,1.88E-01
5392.23,1.88E-01
5392.74,1.88E-01
5393.25,1.88E-01
5393.76,1.88E-01
5394.27,1.88E-01
5394.78,1.88E-01
5395.29,1.88E-01
5395.8,1.88E-01
5396.31,1.88E-01
5396.82,1.88E-01
5397.33,1.88E-01
5397.84,1.88E-01
5398.35,1.88E-01
5398.86,1.88E-01
5399.37,1.88E-01
5399.88,1.88E-01
5400.39,1.88E-01
5400.9,1.88E-01
5401.41,1.88E-01
5401.92,1.88E-01
5402.43,1.88E-01
5402.94,1.88E-01
5403.45,1.88E-01
5403.96,1.88E-01
5404.47,1.88E-01
5404.98,1.88E-01
5405.49,1.88E-01
5406,1.88E-01
5406.51,1.88E-01
5407.02,1.88E-01
5407.53,1.88E-01
5408.04,1.88E-01
5408.55,1.88E-01
5409.06,1.88E-01
5409.57,1.88E-01
5410.08,1.88E-01
5410.59,1.88E-01
5411.1,1.88E-01
5411.61,1.88E-01
5412.12,1.88E-01
5412.63,1.88E-01
5413.14,1.88E-01
5413.65,1.88E-01
5414.16,1.87E-01
5414.67,1.87E-01
5415.18,1.87E-01
5415.69,1.87E-01
5416.2,1.87E-01
5416.71,1.87E-01
5417.22,1.87E-01
5417.73,1.87E-01
5418.24,1.87E-01
5418.75,1.87E-01
5419.26,1.87E-01
5419.77,1.87E-01
5420.28,1.87E-01
5420.79,1.87E-01
5421.3,1.87E-01
5421.81,1.87E-01
5422.32,1.87E-01
5422.83,1.87E-01
5423.34,1.87E-01
5423.85,1.87E-01
5424.36,1.87E-01
5424.87,1.87E-01
5425.38,1.87E-01
5425.89,1.87E-01
5426.4,1.87E-01
5426.91,1.87E-01
5427.42,1.87E-01
5427.93,1.87E-01
5428.44,1.87E-01
5428.95,1.87E-01
5429.46,1.87E-01
5429.97,1.87E-01
5430.48,1.87E-01
5430.99,1.87E-01
5431.5,1.87E-01
5432.01,1.87E-01
5432.52,1.87E-01
5433.03,1.87E-01
5433.54,1.87E-01
5434.05,1.87E-01
5434.56,1.87E-01
5435.07,1.87E-01
5435.58,1.87E-01
5436.09,1.87E-01
5436.6,1.87E-01
5437.11,1.87E-01
5437.62,1.87E-01
5438.13,1.87E-01
5438.64,1.87E-01
5439.15,1.87E-01
5439.66,1.87E-01
5440.17,1.87E-01
5440.68,1.87E-01
5441.19,1.87E-01
5441.7,1.87E-01
5442.21,1.87E-01
5442.72,1.87E-01
5443.23,1.87E-01
5443.74,1.87E-01
5444.25,1.87E-01
5444.76,1.87E-01
5445.27,1.87E-01
5445.78,1.87E-01
5446.29,1.87E-01
5446.8,1.87E-01
5447.31,1.87E-01
5447.82,1.87E-01
5448.33,1.87E-01
5448.84,1.87E-01
5449.35,1.87E-01
5449.86,1.87E-01
5450.37,1.87E-01
5450.88,1.87E-01
5451.39,1.87E-01
5451.9,1.87E-01
5452.41,1.87E-01
5452.92,1.87E-01
5453.43,1.87E-01
5453.94,1.87E-01
5454.45,1.87E-01
5454.96,1.87E-01
5455.47,1.87E-01
5455.98,1.87E-01
5456.49,1.87E-01
5457,1.87E-01
5457.51,1.87E-01
5458.02,1.87E-01
5458.53,1.87E-01
5459.04,1.87E-01
5459.55,1.87E-01
5460.06,1.87E-01
5460.57,1.87E-01
5461.08,1.87E-01
5461.59,1.87E-01
5462.1,1.87E-01
5462.61,1.86E-01
5463.12,1.86E-01
5463.63,1.86E-01
5464.14,1.86E-01
5464.65,1.86E-01
5465.16,1.86E-01
5465.67,1.86E-01
5466.18,1.86E-01
5466.69,1.86E-01
5467.2,1.86E-01
5467.71,1.86E-01
5468.22,1.86E-01
5468.73,1.86E-01
5469.24,1.86E-01
5469.75,1.86E-01
5470.26,1.86E-01
5470.77,1.86E-01
5471.28,1.86E-01
5471.79,1.86E-01
5472.3,1.86E-01
5472.81,1.86E-01
5473.32,1.86E-01
5473.83,1.86E-01
5474.34,1.86E-01
5474.85,1.86E-01
5475.36,1.86E-01
5475.87,1.86E-01
5476.38,1.86E-01
5476.89,1.86E-01
5477.4,1.86E-01
5477.91,1.86E-01
5478.42,1.86E-01
5478.93,1.86E-01
5479.44,1.86E-01
5479.95,1.86E-01
5480.46,1.86E-01
5480.97,1.86E-01
5481.48,1.86E-01
5481.99,1.86E-01
5482.5,1.86E-01
5483.01,1.86E-01
5483.52,1.86E-01
5484.03,1.86E-01
5484.54,1.86E-01
5485.05,1.86E-01
5485.56,1.86E-01
5486.07,1.86E-01
5486.58,1.86E-01
5487.09,1.86E-01
5487.6,1.86E-01
5488.11,1.86E-01
5488.62,1.86E-01
5489.13,1.86E-01
5489.64,1.86E-01
5490.15,1.86E-01
5490.66,1.86E-01
5491.17,1.86E-01
5491.68,1.86E-01
5492.19,1.86E-01
5492.7,1.86E-01
5493.21,1.86E-01
5493.72,1.86E-01
5494.23,1.86E-01
5494.74,1.86E-01
5495.25,1.86E-01
5495.76,1.86E-01
5496.27,1.86E-01
5496.78,1.86E-01
5497.29,1.86E-01
5497.8,1.86E-01
5498.31,1.86E-01
5498.82,1.86E-01
5499.33,1.86E-01
5499.84,1.86E-01
5500.35,1.86E-01
5500.86,1.86E-01
5501.37,1.86E-01
5501.88,1.86E-01
5502.39,1.86E-01
5502.9,1.86E-01
5503.41,1.86E-01
5503.92,1.86E-01
5504.43,1.86E-01
5504.94,1.86E-01
5505.45,1.86E-01
5505.96,1.86E-01
5506.47,1.86E-01
5506.98,1.86E-01
5507.49,1.86E-01
5508,1.86E-01
5508.51,1.86E-01
5509.02,1.86E-01
5509.53,1.86E-01
5510.04,1.86E-01
5510.55,1.86E-01
5511.06,1.86E-01
5511.57,1.86E-01
5512.08,1.85E-01
5512.59,1.85E-01
5513.1,1.85E-01
5513.61,1.85E-01
5514.12,1.85E-01
5514.63,1.85E-01
5515.14,1.85E-01
5515.65,1.85E-01
5516.16,1.85E-01
5516.67,1.85E-01
5517.18,1.85E-01
5517.69,1.85E-01
5518.2,1.85E-01
5518.71,1.85E-01
5519.22,1.85E-01
5519.73,1.85E-01
5520.24,1.85E-01
5520.75,1.85E-01
5521.26,1.85E-01
5521.77,1.85E-01
5522.28,1.85E-01
5522.79,1.85E-01
5523.3,1.85E-01
5523.81,1.85E-01
5524.32,1.85E-01
5524.83,1.85E-01
5525.34,1.85E-01
5525.85,1.85E-01
5526.36,1.85E-01
5526.87,1.85E-01
5527.38,1.85E-01
5527.89,1.85E-01
5528.4,1.85E-01
5528.91,1.85E-01
5529.42,1.85E-01
5529.93,1.85E-01
5530.44,1.85E-01
5530.95,1.85E-01
5531.46,1.85E-01
5531.97,1.85E-01
5532.48,1.85E-01
5532.99,1.85E-01
5533.5,1.85E-01
5534.01,1.85E-01
5534.52,1.85E-01
5535.03,1.85E-01
5535.54,1.85E-01
5536.05,1.85E-01
5536.56,1.85E-01
5537.07,1.85E-01
5537.58,1.85E-01
5538.09,1.85E-01
5538.6,1.85E-01
5539.11,1.85E-01
5539.62,1.85E-01
5540.13,1.85E-01
5540.64,1.85E-01
5541.15,1.85E-01
5541.66,1.85E-01
5542.17,1.85E-01
5542.68,1.85E-01
5543.19,1.85E-01
5543.7,1.85E-01
5544.21,1.85E-01
5544.72,1.85E-01
5545.23,1.85E-01
5545.74,1.85E-01
5546.25,1.85E-01
5546.76,1.85E-01
5547.27,1.85E-01
5547.78,1.85E-01
5548.29,1.85E-01
5548.8,1.85E-01
5549.31,1.85E-01
5549.82,1.85E-01
5550.33,1.85E-01
5550.84,1.85E-01
5551.35,1.85E-01
5551.86,1.85E-01
5552.37,1.85E-01
5552.88,1.85E-01
5553.39,1.85E-01
5553.9,1.85E-01
5554.41,1.85E-01
5554.92,1.85E-01
5555.43,1.85E-01
5555.94,1.85E-01
5556.45,1.85E-01
5556.96,1.85E-01
5557.47,1.85E-01
5557.98,1.85E-01
5558.49,1.85E-01
5559,1.85E-01
5559.51,1.85E-01
5560.02,1.85E-01
5560.53,1.84E-01
5561.04,1.84E-01
5561.55,1.84E-01
5562.06,1.84E-01
5562.57,1.84E-01
5563.08,1.84E-01
5563.59,1.84E-01
5564.1,1.84E-01
5564.61,1.84E-01
5565.12,1.84E-01
5565.63,1.84E-01
5566.14,1.84E-01
5566.65,1.84E-01
5567.16,1.84E-01
5567.67,1.84E-01
5568.18,1.84E-01
5568.69,1.84E-01
5569.2,1.84E-01
5569.71,1.84E-01
5570.22,1.84E-01
5570.73,1.84E-01
5571.24,1.84E-01
5571.75,1.84E-01
5572.26,1.84E-01
5572.77,1.84E-01
5573.28,1.84E-01
5573.79,1.84E-01
5574.3,1.84E-01
5574.81,1.84E-01
5575.32,1.84E-01
5575.83,1.84E-01
5576.34,1.84E-01
5576.85,1.84E-01
5577.36,1.84E-01
5577.87,1.84E-01
5578.38,1.84E-01
5578.89,1.84E-01
5579.4,1.84E-01
5579.91,1.84E-01
5580.42,1.84E-01
5580.93,1.84E-01
5581.44,1.84E-01
5581.95,1.84E-01
5582.46,1.84E-01
5582.97,1.84E-01
5583.48,1.84E-01
5583.99,1.84E-01
5584.5,1.84E-01
5585.01,1.84E-01
5585.52,1.84E-01
5586.03,1.84E-01
5586.54,1.84E-01
5587.05,1.84E-01
5587.56,1.84E-01
5588.07,1.84E-01
5588.58,1.84E-01
5589.09,1.84E-01
5589.6,1.84E-01
5590.11,1.84E-01
5590.62,1.84E-01
5591.13,1.84E-01
5591.64,1.84E-01
5592.15,1.84E-01
5592.66,1.84E-01
5593.17,1.84E-01
5593.68,1.84E-01
5594.19,1.84E-01
5594.7,1.84E-01
5595.21,1.84E-01
5595.72,1.84E-01
5596.23,1.84E-01
5596.74,1.84E-01
5597.25,1.84E-01
5597.76,1.84E-01
5598.27,1.84E-01
5598.78,1.84E-01
5599.29,1.84E-01
5599.8,1.84E-01
5600.31,1.84E-01
5600.82,1.84E-01
5601.33,1.84E-01
5601.84,1.84E-01
5602.35,1.84E-01
5602.86,1.84E-01
5603.37,1.84E-01
5603.88,1.84E-01
5604.39,1.84E-01
5604.9,1.84E-01
5605.41,1.84E-01
5605.92,1.84E-01
5606.43,1.84E-01
5606.94,1.84E-01
5607.45,1.84E-01
5607.96,1.84E-01
5608.47,1.84E-01
5608.98,1.84E-01
5609.49,1.84E-01
5610,1.83E-01
5610.51,1.83E-01
5611.02,1.83E-01
5611.53,1.83E-01
5612.04,1.83E-01
5612.55,1.83E-01
5613.06,1.83E-01
5613.57,1.83E-01
5614.08,1.83E-01
5614.59,1.83E-01
5615.1,1.83E-01
5615.61,1.83E-01
5616.12,1.83E-01
5616.63,1.83E-01
5617.14,1.83E-01
5617.65,1.83E-01
5618.16,1.83E-01
5618.67,1.83E-01
5619.18,1.83E-01
5619.69,1.83E-01
5620.2,1.83E-01
5620.71,1.83E-01
5621.22,1.83E-01
5621.73,1.83E-01
5622.24,1.83E-01
5622.75,1.83E-01
5623.26,1.83E-01
5623.77,1.83E-01
5624.28,1.83E-01
5624.79,1.83E-01
5625.3,1.83E-01
5625.81,1.83E-01
5626.32,1.83E-01
5626.83,1.83E-01
5627.34,1.83E-01
5627.85,1.83E-01
5628.36,1.83E-01
5628.87,1.83E-01
5629.38,1.83E-01
5629.89,1.83E-01
5630.4,1.83E-01
5630.91,1.83E-01
5631.42,1.83E-01
5631.93,1.83E-01
5632.44,1.83E-01
5632.95,1.83E-01
5633.46,1.83E-01
5633.97,1.83E-01
5634.48,1.83E-01
5634.99,1.83E-01
5635.5,1.83E-01
5636.01,1.83E-01
5636.52,1.83E-01
5637.03,1.83E-01
5637.54,1.83E-01
5638.05,1.83E-01
5638.56,1.83E-01
5639.07,1.83E-01
5639.58,1.83E-01
5640.09,1.83E-01
5640.6,1.83E-01
5641.11,1.83E-01
5641.62,1.83E-01
5642.13,1.83E-01
5642.64,1.83E-01
5643.15,1.83E-01
5643.66,1.83E-01
5644.17,1.83E-01
5644.68,1.83E-01
5645.19,1.83E-01
5645.7,1.83E-01
5646.21,1.83E-01
5646.72,1.83E-01
5647.23,1.83E-01
5647.74,1.83E-01
5648.25,1.83E-01
5648.76,1.83E-01
5649.27,1.83E-01
5649.78,1.83E-01
5650.29,1.83E-01
5650.8,1.83E-01
5651.31,1.83E-01
5651.82,1.83E-01
5652.33,1.83E-01
5652.84,1.83E-01
5653.35,1.83E-01
5653.86,1.83E-01
5654.37,1.83E-01
5654.88,1.83E-01
5655.39,1.83E-01
5655.9,1.83E-01
5656.41,1.83E-01
5656.92,1.83E-01
5657.43,1.83E-01
5657.94,1.83E-01
5658.45,1.83E-01
5658.96,1.83E-01
5659.47,1.83E-01
5659.98,1.82E-01
5660.49,1.82E-01
5661,1.82E-01
5661.51,1.82E-01
5662.02,1.82E-01
5662.53,1.82E-01
5663.04,1.82E-01
5663.55,1.82E-01
5664.06,1.82E-01
5664.57,1.82E-01
5665.08,1.82E-01
5665.59,1.82E-01
5666.1,1.82E-01
5666.61,1.82E-01
5667.12,1.82E-01
5667.63,1.82E-01
5668.14,1.82E-01
5668.65,1.82E-01
5669.16,1.82E-01
5669.67,1.82E-01
5670.18,1.82E-01
5670.69,1.82E-01
5671.2,1.82E-01
5671.71,1.82E-01
5672.22,1.82E-01
5672.73,1.82E-01
5673.24,1.82E-01
5673.75,1.82E-01
5674.26,1.82E-01
5674.77,1.82E-01
5675.28,1.82E-01
5675.79,1.82E-01
5676.3,1.82E-01
5676.81,1.82E-01
5677.32,1.82E-01
5677.83,1.82E-01
5678.34,1.82E-01
5678.85,1.82E-01
5679.36,1.82E-01
5679.87,1.82E-01
5680.38,1.82E-01
5680.89,1.82E-01
5681.4,1.82E-01
5681.91,1.82E-01
5682.42,1.82E-01
5682.93,1.82E-01
5683.44,1.82E-01
5683.95,1.82E-01
5684.46,1.82E-01
5684.97,1.82E-01
5685.48,1.82E-01
5685.99,1.82E-01
5686.5,1.82E-01
5687.01,1.82E-01
5687.52,1.82E-01
5688.03,1.82E-01
5688.54,1.82E-01
5689.05,1.82E-01
5689.56,1.82E-01
5690.07,1.82E-01
5690.58,1.82E-01
5691.09,1.82E-01
5691.6,1.82E-01
5692.11,1.82E-01
5692.62,1.82E-01
5693.13,1.82E-01
5693.64,1.82E-01
5694.15,1.82E-01
5694.66,1.82E-01
5695.17,1.82E-01
5695.68,1.82E-01
5696.19,1.82E-01
5696.7,1.82E-01
5697.21,1.82E-01
5697.72,1.82E-01
5698.23,1.82E-01
5698.74,1.82E-01
5699.25,1.82E-01
5699.76,1.82E-01
5700.27,1.82E-01
5700.78,1.82E-01
5701.29,1.82E-01
5701.8,1.82E-01
5702.31,1.82E-01
5702.82,1.82E-01
5703.33,1.82E-01
5703.84,1.82E-01
5704.35,1.82E-01
5704.86,1.82E-01
5705.37,1.82E-01
5705.88,1.82E-01
5706.39,1.82E-01
5706.9,1.82E-01
5707.41,1.82E-01
5707.92,1.82E-01
5708.43,1.82E-01
5708.94,1.82E-01
5709.45,1.82E-01
5709.96,1.82E-01
5710.47,1.82E-01
5710.98,1.81E-01
5711.49,1.81E-01
5712,1.81E-01
5712.51,1.81E-01
5713.02,1.81E-01
5713.53,1.81E-01
5714.04,1.81E-01
5714.55,1.81E-01
5715.06,1.81E-01
5715.57,1.81E-01
5716.08,1.81E-01
5716.59,1.81E-01
5717.1,1.81E-01
5717.61,1.81E-01
5718.12,1.81E-01
5718.63,1.81E-01
5719.14,1.81E-01
5719.65,1.81E-01
5720.16,1.81E-01
5720.67,1.81E-01
5721.18,1.81E-01
5721.69,1.81E-01
5722.2,1.81E-01
5722.71,1.81E-01
5723.22,1.81E-01
5723.73,1.81E-01
5724.24,1.81E-01
5724.75,1.81E-01
5725.26,1.81E-01
5725.77,1.81E-01
5726.28,1.81E-01
5726.79,1.81E-01
5727.3,1.81E-01
5727.81,1.81E-01
5728.32,1.81E-01
5728.83,1.81E-01
5729.34,1.81E-01
5729.85,1.81E-01
5730.36,1.81E-01
5730.87,1.81E-01
5731.38,1.81E-01
5731.89,1.81E-01
5732.4,1.81E-01
5732.91,1.81E-01
5733.42,1.81E-01
5733.93,1.81E-01
5734.44,1.81E-01
5734.95,1.81E-01
5735.46,1.81E-01
5735.97,1.81E-01
5736.48,1.81E-01
5736.99,1.81E-01
5737.5,1.81E-01
5738.01,1.81E-01
5738.52,1.81E-01
5739.03,1.81E-01
5739.54,1.81E-01
5740.05,1.81E-01
5740.56,1.81E-01
5741.07,1.81E-01
5741.58,1.81E-01
5742.09,1.81E-01
5742.6,1.81E-01
5743.11,1.81E-01
5743.62,1.81E-01
5744.13,1.81E-01
5744.64,1.81E-01
5745.15,1.81E-01
5745.66,1.81E-01
5746.17,1.81E-01
5746.68,1.81E-01
5747.19,1.81E-01
5747.7,1.81E-01
5748.21,1.81E-01
5748.72,1.81E-01
5749.23,1.81E-01
5749.74,1.81E-01
5750.25,1.81E-01
5750.76,1.81E-01
5751.27,1.81E-01
5751.78,1.81E-01
5752.29,1.81E-01
5752.8,1.81E-01
5753.31,1.81E-01
5753.82,1.81E-01
5754.33,1.81E-01
5754.84,1.81E-01
5755.35,1.81E-01
5755.86,1.81E-01
5756.37,1.81E-01
5756.88,1.81E-01
5757.39,1.81E-01
5757.9,1.81E-01
5758.41,1.81E-01
5758.92,1.81E-01
5759.43,1.81E-01
5759.94,1.81E-01
5760.45,1.81E-01
5760.96,1.81E-01
5761.47,1.81E-01
5761.98,1.81E-01
5762.49,1.81E-01
5763,1.80E-01
5763.51,1.80E-01
5764.02,1.80E-01
5764.53,1.80E-01
5765.04,1.80E-01
5765.55,1.80E-01
5766.06,1.80E-01
5766.57,1.80E-01
5767.08,1.80E-01
5767.59,1.80E-01
5768.1,1.80E-01
5768.61,1.80E-01
5769.12,1.80E-01
5769.63,1.80E-01
5770.14,1.80E-01
5770.65,1.80E-01
5771.16,1.80E-01
5771.67,1.80E-01
5772.18,1.80E-01
5772.69,1.80E-01
5773.2,1.80E-01
5773.71,1.80E-01
5774.22,1.80E-01
5774.73,1.80E-01
5775.24,1.80E-01
5775.75,1.80E-01
5776.26,1.80E-01
5776.77,1.80E-01
5777.28,1.80E-01
5777.79,1.80E-01
5778.3,1.80E-01
5778.81,1.80E-01
5779.32,1.80E-01
5779.83,1.80E-01
5780.34,1.80E-01
5780.85,1.80E-01
5781.36,1.80E-01
5781.87,1.80E-01
5782.38,1.80E-01
5782.89,1.80E-01
5783.4,1.80E-01
5783.91,1.80E-01
5784.42,1.80E-01
5784.93,1.80E-01
5785.44,1.80E-01
5785.95,1.80E-01
5786.46,1.80E-01
5786.97,1.80E-01
5787.48,1.80E-01
5787.99,1.80E-01
5788.5,1.80E-01
5789.01,1.80E-01
5789.52,1.80E-01
5790.03,1.80E-01
5790.54,1.80E-01
5791.05,1.80E-01
5791.56,1.80E-01
5792.07,1.80E-01
5792.58,1.80E-01
5793.09,1.80E-01
5793.6,1.80E-01
5794.11,1.80E-01
5794.62,1.80E-01
5795.13,1.80E-01
5795.64,1.80E-01
5796.15,1.80E-01
5796.66,1.80E-01
5797.17,1.80E-01
5797.68,1.80E-01
5798.19,1.80E-01
5798.7,1.80E-01
5799.21,1.80E-01
5799.72,1.80E-01
5800.23,1.80E-01
5800.74,1.80E-01
5801.25,1.80E-01
5801.76,1.80E-01
5802.27,1.80E-01
5802.78,1.80E-01
5803.29,1.80E-01
5803.8,1.80E-01
5804.31,1.80E-01
5804.82,1.80E-01
5805.33,1.80E-01
5805.84,1.80E-01
5806.35,1.80E-01
5806.86,1.80E-01
5807.37,1.80E-01
5807.88,1.80E-01
5808.39,1.80E-01
5808.9,1.80E-01
5809.41,1.80E-01
5809.92,1.80E-01
5810.43,1.80E-01
5810.94,1.80E-01
5811.45,1.80E-01
5811.96,1.80E-01
5812.47,1.80E-01
5812.98,1.80E-01
5813.49,1.80E-01
